#wavelength, intensity,   energy
800.0,0.00390199990943,1.55
799.0,0.00392600009218,1.55193992491
798.0,0.00402799993753,1.55388471178
797.0,0.00385900004767,1.55583437892
796.0,0.00417600013316,1.55778894472
795.0,0.00401700008661,1.55974842767
794.0,0.00462799984962,1.56171284635
793.0,0.00366299995221,1.56368221942
792.0,0.00432500010356,1.56565656566
791.0,0.00430899998173,1.56763590392
790.0,0.00386200007051,1.56962025316
789.0,0.0033650000114,1.57160963245
788.0,0.00392499985173,1.57360406091
787.0,0.00387999997474,1.57560355781
786.0,0.00396300014108,1.57760814249
785.0,0.00406099995598,1.57961783439
784.0,0.00400400022045,1.58163265306
783.0,0.00388299999759,1.58365261814
782.0,0.00402599992231,1.58567774936
781.0,0.00395300006494,1.58770806658
780.0,0.00416499981657,1.58974358974
779.0,0.00417099986225,1.5917843389
778.0,0.00439399993047,1.59383033419
777.0,0.00412400020286,1.59588159588
776.0,0.00406999979168,1.59793814433
775.0,0.0038699998986,1.6
774.0,0.00410699984059,1.60206718346
773.0,0.00384099991061,1.60413971539
772.0,0.00357099995017,1.60621761658
771.0,0.00387899996713,1.60830090791
770.0,0.0037420000881,1.61038961039
769.0,0.00398499984294,1.61248374512
768.0,0.00411200011149,1.61458333333
767.0,0.00381599995308,1.61668839635
766.0,0.0129760000855,1.61879895561
765.0,0.0509129986167,1.62091503268
764.0,0.00379700004123,1.62303664921
763.0,0.00396999996156,1.625163827
762.0,0.00448400015011,1.62729658793
761.0,0.00422299979255,1.62943495401
760.0,0.00385300000198,1.63157894737
759.0,0.00381199992262,1.63372859025
758.0,0.00385700003244,1.63588390501
757.0,0.00375699996948,1.63804491413
756.0,0.00397399999201,1.64021164021
755.0,0.00391199998558,1.64238410596
754.0,0.00362300011329,1.64456233422
753.0,0.00382500002161,1.64674634794
752.0,0.00401100004092,1.64893617021
751.0,0.00435099983588,1.65113182423
750.0,0.00390900019556,1.65333333333
749.0,0.00384899997152,1.65554072096
748.0,0.00407100003213,1.6577540107
747.0,0.00395300006494,1.65997322624
746.0,0.00396199990064,1.66219839142
745.0,0.00358900008723,1.6644295302
744.0,0.00375399994664,1.66666666667
743.0,0.00388099998236,1.66890982503
